Running data/glass.data.new.txt Experiment with positive class = 6
Average Error Rate: 0.23414634146341462
Standard Deviation: 0.07650920556760059
Learned Naive Bayes Distribution: 
Keys are structured as follows: (feature#, possible domain values 0 or 1, 'label', label value)
Special Key's that are ('label', possible_class_value) are the percentage of the distribution with that class label
{ (0, 0, 'label', 0): 1.0,
  (0, 0, 'label', 1): 1.0,
  (0, 1, 'label', 0): 0.006211180124223602,
  (0, 1, 'label', 1): 0.2,
  (1, 0, 'label', 0): 0.9316770186335404,
  (1, 0, 'label', 1): 1.0,
  (1, 1, 'label', 0): 0.07453416149068323,
  (1, 1, 'label', 1): 0.2,
  (2, 0, 'label', 0): 0.2919254658385093,
  (2, 0, 'label', 1): 0.2,
  (2, 1, 'label', 0): 0.7142857142857143,
  (2, 1, 'label', 1): 1.0,
  (3, 0, 'label', 0): 0.8198757763975155,
  (3, 0, 'label', 1): 1.0,
  (3, 1, 'label', 0): 0.18633540372670807,
  (3, 1, 'label', 1): 0.2,
  (4, 0, 'label', 0): 0.9751552795031055,
  (4, 0, 'label', 1): 1.0,
  (4, 1, 'label', 0): 0.031055900621118012,
  (4, 1, 'label', 1): 0.2,
  (5, 0, 'label', 0): 0.9875776397515528,
  (5, 0, 'label', 1): 1.0,
  (5, 1, 'label', 0): 0.018633540372670808,
  (5, 1, 'label', 1): 0.2,
  (6, 0, 'label', 0): 1.0,
  (6, 0, 'label', 1): 1.0,
  (6, 1, 'label', 0): 0.006211180124223602,
  (6, 1, 'label', 1): 0.2,
  (7, 0, 'label', 0): 0.968944099378882,
  (7, 0, 'label', 1): 1.0,
  (7, 1, 'label', 0): 0.037267080745341616,
  (7, 1, 'label', 1): 0.2,
  (8, 0, 'label', 0): 0.453416149068323,
  (8, 0, 'label', 1): 1.0,
  (8, 1, 'label', 0): 0.5527950310559007,
  (8, 1, 'label', 1): 0.2,
  (9, 0, 'label', 0): 0.6521739130434783,
  (9, 0, 'label', 1): 0.2,
  (9, 1, 'label', 0): 0.35403726708074534,
  (9, 1, 'label', 1): 1.0,
  (10, 0, 'label', 0): 0.9316770186335404,
  (10, 0, 'label', 1): 1.0,
  (10, 1, 'label', 0): 0.07453416149068323,
  (10, 1, 'label', 1): 0.2,
  (11, 0, 'label', 0): 1.0,
  (11, 0, 'label', 1): 1.0,
  (11, 1, 'label', 0): 0.006211180124223602,
  (11, 1, 'label', 1): 0.2,
  (12, 0, 'label', 0): 0.8260869565217391,
  (12, 0, 'label', 1): 0.8,
  (12, 1, 'label', 0): 0.18012422360248448,
  (12, 1, 'label', 1): 0.4,
  (13, 0, 'label', 0): 0.9937888198757764,
  (13, 0, 'label', 1): 1.0,
  (13, 1, 'label', 0): 0.012422360248447204,
  (13, 1, 'label', 1): 0.2,
  (14, 0, 'label', 0): 0.9751552795031055,
  (14, 0, 'label', 1): 1.0,
  (14, 1, 'label', 0): 0.031055900621118012,
  (14, 1, 'label', 1): 0.2,
  (15, 0, 'label', 0): 0.9627329192546584,
  (15, 0, 'label', 1): 0.4,
  (15, 1, 'label', 0): 0.043478260869565216,
  (15, 1, 'label', 1): 0.8,
  (16, 0, 'label', 0): 0.515527950310559,
  (16, 0, 'label', 1): 1.0,
  (16, 1, 'label', 0): 0.4906832298136646,
  (16, 1, 'label', 1): 0.2,
  (17, 0, 'label', 0): 0.7329192546583851,
  (17, 0, 'label', 1): 1.0,
  (17, 1, 'label', 0): 0.2732919254658385,
  (17, 1, 'label', 1): 0.2,
  (18, 0, 'label', 0): 0.9937888198757764,
  (18, 0, 'label', 1): 1.0,
  (18, 1, 'label', 0): 0.012422360248447204,
  (18, 1, 'label', 1): 0.2,
  (19, 0, 'label', 0): 0.8757763975155279,
  (19, 0, 'label', 1): 1.0,
  (19, 1, 'label', 0): 0.13043478260869565,
  (19, 1, 'label', 1): 0.2,
  (20, 0, 'label', 0): 0.40372670807453415,
  (20, 0, 'label', 1): 0.8,
  (20, 1, 'label', 0): 0.6024844720496895,
  (20, 1, 'label', 1): 0.4,
  (21, 0, 'label', 0): 0.8074534161490683,
  (21, 0, 'label', 1): 0.4,
  (21, 1, 'label', 0): 0.19875776397515527,
  (21, 1, 'label', 1): 0.8,
  (22, 0, 'label', 0): 0.9503105590062112,
  (22, 0, 'label', 1): 1.0,
  (22, 1, 'label', 0): 0.055900621118012424,
  (22, 1, 'label', 1): 0.2,
  (23, 0, 'label', 0): 0.9751552795031055,
  (23, 0, 'label', 1): 1.0,
  (23, 1, 'label', 0): 0.031055900621118012,
  (23, 1, 'label', 1): 0.2,
  (24, 0, 'label', 0): 1.0,
  (24, 0, 'label', 1): 1.0,
  (24, 1, 'label', 0): 0.006211180124223602,
  (24, 1, 'label', 1): 0.2,
  (25, 0, 'label', 0): 0.9503105590062112,
  (25, 0, 'label', 1): 1.0,
  (25, 1, 'label', 0): 0.055900621118012424,
  (25, 1, 'label', 1): 0.2,
  (26, 0, 'label', 0): 0.8385093167701864,
  (26, 0, 'label', 1): 1.0,
  (26, 1, 'label', 0): 0.16770186335403728,
  (26, 1, 'label', 1): 0.2,
  (27, 0, 'label', 0): 0.391304347826087,
  (27, 0, 'label', 1): 0.2,
  (27, 1, 'label', 0): 0.6149068322981367,
  (27, 1, 'label', 1): 1.0,
  (28, 0, 'label', 0): 0.8385093167701864,
  (28, 0, 'label', 1): 1.0,
  (28, 1, 'label', 0): 0.16770186335403728,
  (28, 1, 'label', 1): 0.2,
  (29, 0, 'label', 0): 0.9875776397515528,
  (29, 0, 'label', 1): 1.0,
  (29, 1, 'label', 0): 0.018633540372670808,
  (29, 1, 'label', 1): 0.2,
  (30, 0, 'label', 0): 0.9130434782608695,
  (30, 0, 'label', 1): 0.2,
  (30, 1, 'label', 0): 0.09316770186335403,
  (30, 1, 'label', 1): 1.0,
  (31, 0, 'label', 0): 0.13043478260869565,
  (31, 0, 'label', 1): 1.0,
  (31, 1, 'label', 0): 0.8757763975155279,
  (31, 1, 'label', 1): 0.2,
  (32, 0, 'label', 0): 0.9813664596273292,
  (32, 0, 'label', 1): 1.0,
  (32, 1, 'label', 0): 0.024844720496894408,
  (32, 1, 'label', 1): 0.2,
  (33, 0, 'label', 0): 0.9937888198757764,
  (33, 0, 'label', 1): 1.0,
  (33, 1, 'label', 0): 0.012422360248447204,
  (33, 1, 'label', 1): 0.2,
  (34, 0, 'label', 0): 1.0,
  (34, 0, 'label', 1): 1.0,
  (34, 1, 'label', 0): 0.006211180124223602,
  (34, 1, 'label', 1): 0.2,
  (35, 0, 'label', 0): 0.9875776397515528,
  (35, 0, 'label', 1): 1.0,
  (35, 1, 'label', 0): 0.018633540372670808,
  (35, 1, 'label', 1): 0.2,
  (36, 0, 'label', 0): 0.9937888198757764,
  (36, 0, 'label', 1): 1.0,
  (36, 1, 'label', 0): 0.012422360248447204,
  (36, 1, 'label', 1): 0.2,
  (37, 0, 'label', 0): 0.9627329192546584,
  (37, 0, 'label', 1): 1.0,
  (37, 1, 'label', 0): 0.043478260869565216,
  (37, 1, 'label', 1): 0.2,
  (38, 0, 'label', 0): 0.19875776397515527,
  (38, 0, 'label', 1): 0.4,
  (38, 1, 'label', 0): 0.8074534161490683,
  (38, 1, 'label', 1): 0.8,
  (39, 0, 'label', 0): 0.8944099378881988,
  (39, 0, 'label', 1): 0.8,
  (39, 1, 'label', 0): 0.11180124223602485,
  (39, 1, 'label', 1): 0.4,
  (40, 0, 'label', 0): 0.9751552795031055,
  (40, 0, 'label', 1): 1.0,
  (40, 1, 'label', 0): 0.031055900621118012,
  (40, 1, 'label', 1): 0.2,
  (41, 0, 'label', 0): 0.9813664596273292,
  (41, 0, 'label', 1): 1.0,
  (41, 1, 'label', 0): 0.024844720496894408,
  (41, 1, 'label', 1): 0.2,
  (42, 0, 'label', 0): 0.18012422360248448,
  (42, 0, 'label', 1): 0.2,
  (42, 1, 'label', 0): 0.8260869565217391,
  (42, 1, 'label', 1): 1.0,
  (43, 0, 'label', 0): 0.937888198757764,
  (43, 0, 'label', 1): 1.0,
  (43, 1, 'label', 0): 0.06832298136645963,
  (43, 1, 'label', 1): 0.2,
  (44, 0, 'label', 0): 0.9503105590062112,
  (44, 0, 'label', 1): 1.0,
  (44, 1, 'label', 0): 0.055900621118012424,
  (44, 1, 'label', 1): 0.2,
  (45, 0, 'label', 0): 0.9503105590062112,
  (45, 0, 'label', 1): 1.0,
  (45, 1, 'label', 0): 0.055900621118012424,
  (45, 1, 'label', 1): 0.2,
  (46, 0, 'label', 0): 0.9937888198757764,
  (46, 0, 'label', 1): 1.0,
  (46, 1, 'label', 0): 0.012422360248447204,
  (46, 1, 'label', 1): 0.2,
  (47, 0, 'label', 0): 0.9937888198757764,
  (47, 0, 'label', 1): 1.0,
  (47, 1, 'label', 0): 0.012422360248447204,
  (47, 1, 'label', 1): 0.2,
  (48, 0, 'label', 0): 0.34782608695652173,
  (48, 0, 'label', 1): 0.2,
  (48, 1, 'label', 0): 0.6583850931677019,
  (48, 1, 'label', 1): 1.0,
  (49, 0, 'label', 0): 0.9130434782608695,
  (49, 0, 'label', 1): 1.0,
  (49, 1, 'label', 0): 0.09316770186335403,
  (49, 1, 'label', 1): 0.2,
  (50, 0, 'label', 0): 0.8757763975155279,
  (50, 0, 'label', 1): 1.0,
  (50, 1, 'label', 0): 0.13043478260869565,
  (50, 1, 'label', 1): 0.2,
  (51, 0, 'label', 0): 0.9006211180124224,
  (51, 0, 'label', 1): 1.0,
  (51, 1, 'label', 0): 0.10559006211180125,
  (51, 1, 'label', 1): 0.2,
  (52, 0, 'label', 0): 0.9751552795031055,
  (52, 0, 'label', 1): 1.0,
  (52, 1, 'label', 0): 0.031055900621118012,
  (52, 1, 'label', 1): 0.2,
  (53, 0, 'label', 0): 0.9937888198757764,
  (53, 0, 'label', 1): 1.0,
  (53, 1, 'label', 0): 0.012422360248447204,
  (53, 1, 'label', 1): 0.2,
  ('label', 0): 0.975609756097561,
  ('label', 1): 0.024390243902439025}

Last Cross Validation Set Predicted Values: 
(Predicted Value, Actual Value)
[(0, 0.9997213026078364), (1, 0.000278697392163643)], 0
[(0, 0.5818855334528036), (1, 0.41811446654719636)], 0
[(0, 0.9986979790874373), (1, 0.0013020209125627262)], 0
[(1, 0.9999910526469645), (0, 8.947353035454703e-06)], 0
[(0, 0.8732268029232848), (1, 0.12677319707671517)], 0
[(0, 0.9905438182850999), (1, 0.009456181714900081)], 0
[(1, 0.9648800384368408), (0, 0.03511996156315931)], 0
[(0, 0.5102876780083675), (1, 0.4897123219916325)], 0
[(0, 0.991485263200864), (1, 0.008514736799135888)], 0
[(1, 0.9995358955042294), (0, 0.00046410449577069974)], 0
[(0, 0.9997852146325193), (1, 0.00021478536748068103)], 0
[(0, 0.5604020384755389), (1, 0.4395979615244611)], 0
[(0, 0.9915810245649638), (1, 0.008418975435036209)], 0
[(0, 0.9880817509017635), (1, 0.011918249098236421)], 0
[(0, 0.9997372432755534), (1, 0.00026275672444666336)], 0
[(0, 0.9869094602846732), (1, 0.013090539715326813)], 0
[(1, 0.9996968856889202), (0, 0.00030311431107969233)], 0
[(0, 0.9997852146325193), (1, 0.00021478536748068103)], 0
[(0, 0.9997852146325193), (1, 0.00021478536748068103)], 0
[(1, 0.9982713578337155), (0, 0.0017286421662845522)], 0
[(0, 0.9994519272358877), (1, 0.0005480727641122529)], 0
[(1, 0.9998057376883412), (0, 0.00019426231165883354)], 0
[(0, 0.5725287266469734), (1, 0.4274712733530265)], 0
[(0, 0.9845890099173366), (1, 0.015410990082663499)], 0
[(0, 0.9880817509017635), (1, 0.011918249098236421)], 0
[(0, 0.9701304922970271), (1, 0.029869507702972826)], 0
[(0, 0.9997852146325193), (1, 0.00021478536748068103)], 0
[(1, 0.8992041708579905), (0, 0.10079582914200949)], 0
[(0, 0.9880817509017635), (1, 0.011918249098236421)], 0
[(0, 0.9994519272358877), (1, 0.0005480727641122529)], 0
[(0, 0.9997852146325193), (1, 0.00021478536748068103)], 0
[(0, 0.9984707967838337), (1, 0.0015292032161662837)], 0
[(0, 0.9948173358186079), (1, 0.005182664181392063)], 0
[(0, 0.9998902082406357), (1, 0.00010979175936429283)], 0
[(0, 0.9999324860838193), (1, 6.751391618053193e-05)], 0
[(0, 0.9999499038015889), (1, 5.009619841111413e-05)], 0
[(0, 0.9939054408633848), (1, 0.006094559136615145)], 0
[(0, 0.8171208908596526), (1, 0.18287910914034738)], 0
[(0, 0.9994519272358877), (1, 0.0005480727641122529)], 0
[(0, 0.9872849283588144), (1, 0.012715071641185575)], 0
[(1, 0.9995489655195613), (0, 0.0004510344804386029)], 1
